"","marks.unit","marks.id","marks.suffix","marks.prism","marks.z.x","marks.type.x","marks.geo.x","marks.spit","marks.exc","marks.plunge","marks.bearing","marks.length.x","marks.max_width","marks.thickness","marks.collected.x","marks.comment","marks.date.x","marks.time","marks.year","marks.date.y","marks.z.y","marks.type.y","marks.geo.y","marks.collected.y","marks.integrity","marks.articulation","marks.nsp.bone","marks.nsp.tooth","marks.nsp.total","marks.skeletal.element","marks.skeletal.part","marks.bone.portion","marks.voorhies.group","marks.BM.category","marks.bone.shape..cube.tube.flat.","marks.bone.structure..dense.trabecular.","marks.description","marks.class","marks.order","marks.family","marks.genus","marks.species","marks.taxon","marks.stratified.surface","marks.length.y","marks.carnivore_gnawing","marks.refit","marks.remarks","marks.reference_id.if_from_plaster_jacket.","marks.totalstation_comment","mx","my"
"445","E16","16","0",0,-3.749,"Bone","4",NA,"GK",NA,NA,190,120,NA,"yes","vertebra frag,",2016-06-08,"1:44:58 PM","2016","6/8/2016",-3.749,"Bone","4","yes","complete","isolated","1",NA,"1","sacrum","axial",NA,"I",NA,NA,NA,"sacrum","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"vertebra frag,",-16.521,4.133
"446","E16","17","0",0.25,-3.715,"Bone","4",NA,"GK",0,150,340,NA,NA,"no","not collected, rib frag",2016-06-08,"3:54:57 PM","2016","6/8/2016",-3.715,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",340,NA,NA,NA,NA,"not collected, rib frag",-16.007,4.537
"448","E16","19","0",0.5,-3.762,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","ursus cranium frag",2016-06-08,"4:27:31 PM","2016","6/8/2016",-3.762,"Bone","4","yes","fragment","isolated","1",NA,"1","cranium","cranial","fragment",NA,NA,NA,NA,"cranium frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"ursus cranium frag",-16.28,4.81
"449","E16","20","0",0.25,-3.708,"Bone","4",NA,"GK",4,84,230,60,NA,"yes","metapodial,",2016-06-09,"9:25:17 AM","2016","6/9/2016",-3.708,"Bone","4","yes","complete","isolated","3",NA,"3","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal and lateral metacarpals","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"metapodial,",-16.613,4.559
"450","E16","21","0",0.4,-3.718,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","bone frag, possible tooth marks",2016-06-09,"9:26:44 AM","2016","6/9/2016",-3.718,"Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.",NA,NA,NA,NA,NA,NA,"stratified",NA,"?toothmark",NA,NA,NA,"bone frag, possible tooth marks",-16.481,4.642
"451","E16","22","0",0.35,-3.708,"Bone","4",NA,"GK",NA,NA,60,50,NA,"yes","astragalus, equus",2016-06-09,"10:00:36 AM","2016","6/9/2016",-3.708,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II","BM4",NA,NA,"astragalus sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"astragalus, equus",-16.643,4.601
"452","E16","23","0",0.4,-3.723,"Bone","4",NA,"GK",NA,NA,90,25,NA,"no","not collected, rib frag",2016-06-09,"10:06:11 AM","2016","6/9/2016",-3.723,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",90,NA,NA,NA,NA,"not collected, rib frag",-16.413,4.662
"453","E16","24","0",0.25,-3.523,"Bone","4",NA,"GK",NA,NA,120,50,NA,"no","not collected, frag",2016-06-09,"10:21:42 AM","2016","6/9/2016",-3.523,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",120,NA,NA,NA,NA,"not collected, frag",-16.268,4.995
"455","E16","26","0",0.1,-3.706,"Bone","4",NA,"GK",16,114,160,55,NA,"no","not collected, humerous diafisis",2016-06-09,"1:56:03 PM","2016","6/9/2016",-3.706,"Bone","4","no","fragment","isolated","1",NA,"1","humerus","appendicular","shaft",NA,NA,NA,NA,"humerous diaphysis","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",160,NA,NA,NA,NA,"not collected, humerous diafisis",-16.711,4.677
"456","E16","27","0",0.1000000015,-3.569,"Bone","4",NA,"GK",8,170,250,60,NA,"no","not collected, radius frag",2016-06-09,"1:57:11 PM","2016","6/9/2016",-3.569,"Bone","4","no","fragment","isolated","1",NA,"1","radius","appendicular","fragment",NA,NA,NA,NA,"radius frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",250,NA,NA,NA,NA,"not collected, radius frag",-16.137,4.947
"457","E16","29","0",0.15,-3.717,"Bone","4",NA,"GK",6,70,220,30,NA,"no","not collected, rib frag",2016-06-09,"2:12:07 PM","2016","6/9/2016",-3.717,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",220,NA,NA,NA,NA,"not collected, rib frag",-16.706,4.778
"458","E16","30","0",0.1,-3.719,"Bone","4",NA,"DK",0,160,130,10,NA,"no","not collected, long bone frag",2016-06-10,"10:33:37 AM","2016","6/10/2016",-3.719,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",130,NA,NA,NA,NA,"not collected, long bone frag",-16.786,4.915
"459","E16","31","0",0.1,-3.906,"Bone","4",NA,"DK",20,168,60,20,NA,"no","Not collected, frag.",2017-05-31,"2:02:48 PM","2017","5/31/2017",-3.906,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",60,NA,NA,NA,NA,"Not collected, frag.",-16.46,4.456
"460","E16","32","0",0.100000001,-3.962,"Bone","4",NA,"DK",0,34,100,30,NA,"no","Not collected, frag.",2017-05-31,"2:03:28 PM","2017","5/31/2017",-3.962,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",100,NA,NA,NA,NA,"Not collected, frag.",-16.308,4.311
"461","E17","2","0",0.15,-3.617,"Tooth","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","equus tooth",2016-05-30,"11:49:31 AM","2016","5/30/2016",-3.617,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus tooth",-17.101,4.019
"462","E17","3","0",0.25,-3.645,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"no","not collected, bone fragment",2016-05-30,"12:02:30 PM","2016","5/30/2016",-3.645,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected, bone fragment",-17.08,4.018
"463","E17","4","0",0.25,-3.687,"Tooth","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","equus isolated tooth",2016-05-30,"12:54:24 PM","2016","5/30/2016",-3.687,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus isolated tooth",-17.096,4.078
"464","E17","5","0",0.25,-3.654,"Bone","4",NA,"Prof.GK",10,230,250,180,NA,"yes","turtle carapace",2016-06-02,"11:42:48 AM","2016","6/2/2016",-3.654,"Bone","4","yes","complete","isolated","1",NA,"1","carapace",NA,NA,NA,NA,NA,NA,"shell","Reptilia","Chelonii",NA,NA,NA,"Chelonii","stratified",NA,NA,NA,NA,NA,"turtle carapace",-17.251,4.244
"478","E17","10","0",0,-3.869,"Bone","4",NA,"NT",2,238,120,50,NA,"yes","calcaneus,",2016-06-06,"3:19:41 PM","2016","6/6/2016",-3.869,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II",NA,NA,NA,"calcaneus dex","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"calcaneus,",-17.705,4.383
"479","E17","11","0",0,-3.921,"Bone","4",NA,"DG",22,196,160,70,NA,"no","long bone frag",2016-06-08,"10:27:16 AM","2016","6/8/2016",-3.921,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",160,NA,NA,NA,NA,NA,-17.813,4.238
"480","E17","12","0",0,-3.815,"Tooth","4",NA,"DG",NA,NA,NA,NA,NA,"yes","isolated tooth frag",2016-06-08,"12:55:21 PM","2016","6/8/2016",-3.815,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth frag",-17.3,4.773
"481","E17","13","0",0.25,-3.65,"Bone","4",NA,"DG",20,220,100,35,NA,"no","not collected, frag",2016-06-08,"4:11:20 PM","2016","6/8/2016",-3.65,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",100,NA,NA,NA,NA,"not collected, frag",-17.525,4.951
"482","E17","14","0",0.2,-3.66,"Bone","4",NA,"DG",NA,NA,90,65,NA,"no","not collected, frag",2016-06-08,"4:12:34 PM","2016","6/8/2016",-3.66,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",90,NA,NA,NA,NA,"not collected, frag",-17.457,4.952
"483","E17","15","0",0.2,-3.626,"Bone","4",NA,"DG",0,118,220,100,NA,"no","not collected, long bone frag",2016-06-09,"9:35:11 AM","2016","6/9/2016",-3.626,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",220,NA,NA,NA,NA,"not collected, long bone frag",-17.376,4.98
"485","E17","17","0",0,-3.909,"Bone","4",NA,"KH",20,150,90,25,NA,"no","Long bone frag. Not collected",2017-05-30,"11:24:14 AM","2017","5/30/2017",-3.909,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",90,NA,NA,NA,NA,"Long bone frag. Not collected",-17.148,4.357
"486","E17","18","0",0,-3.957,"Bone","4",NA,"KH",10,82,35,4,NA,"no","Not collected",2017-05-30,"11:25:17 AM","2017","5/30/2017",-3.957,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",35,NA,NA,NA,NA,"Not collected",-17.257,4.149
"489","E17","20","0",0,-3.938,"Bone","4",NA,"KH",NA,NA,23,16,NA,"yes","carpal/tarsal",2017-05-30,"11:27:34 AM","2017","5/30/2017",-3.938,"Bone","4","yes","complete","isolated","1",NA,"1","sesamoid","appendicular",NA,"I/II","BM4",NA,NA,"sesamoid","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",23,NA,NA,NA,NA,"carpal/tarsal",-17.203,4.153
"490","E17","21","0",0,-4.011,"Bone","4",NA,"KH",26,152,135,25,NA,"no","Not collected, long bone frag.",2017-05-30,"12:46:31 PM","2017","5/30/2017",-4.011,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",135,NA,NA,NA,NA,"Not collected, long bone frag.",-17.546,4.52
"491","E17","22","0",0,-4.038,"Bone","4",NA,"KH",NA,NA,40,37,NA,"yes","equus, carpal",2017-05-31,"10:45:04 AM","2017","5/31/2017",-4.038,"Bone","4","yes","complete","isolated","1",NA,"1","carpal","appendicular",NA,"I/II","BM4",NA,NA,"carpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",40,NA,NA,NA,NA,"equus, carpal",-17.4,4.441
"492","E17","23","0",0,-4.057,"Bone","4",NA,"KH",6,112,60,25,NA,"no","Not collected,  frag, very weathered",2017-05-31,"10:57:13 AM","2017","5/31/2017",-4.057,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",60,NA,NA,NA,NA,"Not collected,  frag, very weathered",-17.657,4.451
"493","E17","24","0",0.1,-4.149,"Bone","4",NA,"KH",12,180,220,65,NA,"yes","metapodial, bison, complete",2017-06-01,"10:18:16 AM","2017","6/1/2017",-4.149,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",220,NA,NA,NA,NA,"metapodial, bison, complete",-17.752,4.618
"494","E17","25","0",0.05,-4.198,"Tooth","4",NA,"KH",NA,NA,50,35,NA,"yes","isolated tooth",2017-06-01,"10:21:05 AM","2017","6/1/2017",-4.198,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",50,NA,NA,NA,NA,"isolated tooth",-17.667,4.584
"495","E17","26","0",0,-4.11,"Bone","4",NA,"KH",20,305,50,30,NA,"no","Not collected,",2017-06-01,"10:23:30 AM","2017","6/1/2017",-4.11,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",50,NA,NA,NA,NA,"Not collected,",-17.514,4.136
"496","E17","27","0",0.1,-4.139,"Bone","4",NA,"KH",NA,NA,31,25,NA,"yes","carpal, complete",2017-06-01,"12:15:34 PM","2017","6/1/2017",-4.139,"Bone","4","yes","complete","isolated","1",NA,"1","carpal","appendicular",NA,"I/II",NA,NA,NA,"carpal","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",31,NA,NA,NA,NA,"carpal, complete",-17.463,4.275
"497","E17","28","0",0,-4.135,"Bone","4",NA,"KH",12,230,60,15,NA,"yes","Rib frag., equus",2017-06-01,"12:46:27 PM","2017","6/1/2017",-4.135,"Bone","4","yes","fragment","isolated","1",NA,"1","metapode","appendicular","fragment",NA,NA,NA,NA,"lateral metapode","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",60,NA,NA,NA,NA,"Rib frag., equus",-17.348,4.236
"498","E17","29","0",0,-4.231,"Tooth","4",NA,"KH",NA,NA,25,18,NA,"yes","isolated tooth",2017-06-01,"12:53:27 PM","2017","6/1/2017",-4.231,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"incisor","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",25,NA,NA,NA,NA,"isolated tooth",-17.677,4.441
"499","E17","30","0",0.150000006,-4.191,"Tooth","4",NA,"KH",0,280,NA,NA,NA,"yes","isolated tooth",2017-06-01,"2:47:52 PM","2017","6/1/2017",-4.191,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper molar","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"isolated tooth",-17.511,4.749
"500","E17","31","0",0.150000006,-4.192,"Tooth","4",NA,"KH",6,184,NA,NA,NA,"yes","isolated tooth",2017-06-01,"2:49:16 PM","2017","6/1/2017",-4.192,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper molar","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"isolated tooth",-17.44,4.708
"501","E17","32","0",0,-4.164,"Bone","4",NA,"TM",4,214,180,35,NA,"no","Not collected, long bone frag.",2017-06-01,"3:12:48 PM","2017","6/1/2017",-4.164,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",180,NA,NA,NA,NA,"Not collected, long bone frag.",-17.078,4.302
"502","E17","33","0",0,-4.172,"Bone","4",NA,"KH",NA,NA,100,90,NA,"yes","Vertebra, complete",2017-06-01,"3:44:21 PM","2017","6/1/2017",-4.172,"Bone","4","yes","complete","isolated","1",NA,"1","vertebra","axial",NA,"I",NA,NA,NA,"cervical vertebra","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",100,NA,NA,NA,NA,"Vertebra, complete",-17.434,4.543
"503","E17","34","0",0,-4.22,"Bone","4",NA,"DK",20,216,80,25,NA,"yes","long bone frag.",2017-06-02,"11:25:25 AM","2017","6/2/2017",-4.22,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","shaft",NA,NA,NA,NA,"diaphysis","Mammalia","?Carnivora",NA,NA,NA,"?Carnivora","stratified",80,NA,NA,NA,NA,"long bone frag.",-17.586,4.53
"504","E17","35","0",0,-4.136,"Bone","4",NA,"DK",NA,NA,90,50,NA,"yes","Vertebra frag.",2017-06-02,"11:27:16 AM","2017","6/2/2017",-4.136,"Bone","4","yes","fragment","isolated","1",NA,"1","vertebra","axial","fragment",NA,NA,NA,NA,"vertebra frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",90,NA,NA,NA,NA,"Vertebra frag.",-17.245,4.061
"505","E17","36","0",0.15,-4.278,"Bone","4",NA,"AG",40,90,125,65,125,"no","Not collected, bone frag.",2017-06-02,"12:07:52 PM","2017","6/2/2017",-4.278,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",125,NA,NA,NA,NA,"Not collected, bone frag.",-17.668,4.331
"506","E17","37","0",0,-4.241,"Bone","4",NA,"DK",4,262,90,20,NA,"no","Not collected, frag.",2017-06-02,"12:38:40 PM","2017","6/2/2017",-4.241,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",90,NA,NA,NA,NA,"Not collected, frag.",-17.456,4.227
"507","E18","3","0",0.02,-3.524,"Bone","4",NA,"GK",0,96,370,30,NA,"no","not collected, long bone",2016-06-01,"11:05:12 AM","2016","6/1/2016",-3.524,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",370,NA,NA,NA,NA,"not collected, long bone",-18.886,4.014
"508","E18","4","0",0,-3.537,"Bone","4",NA,"AG",12,42,290,50,NA,"no","not collected, long bone frag",2016-06-01,"12:19:19 PM","2016","6/1/2016",-3.537,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",290,NA,NA,NA,NA,"not collected, long bone frag",-18.996,4.166
"509","E18","6","0",0.05,-3.524,"Bone","4",NA,"GK",0,4,290,10,NA,"no","not collected, rib frag",2016-06-01,"3:10:08 PM","2016","6/1/2016",-3.524,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",290,NA,NA,NA,NA,"not collected, rib frag",-18.514,4.707
"510","E18","7","0",0,-3.505,"Bone","4",NA,"GK",8,162,120,60,NA,"yes","metatarsal frag",2016-06-02,"10:32:00 AM","2016","6/2/2016",-3.505,"Bone","4","yes","fragment","isolated","1",NA,"1","metapode","appendicular","proximal",NA,NA,NA,NA,"metatarsal, proximal frag.","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"metatarsal frag",-18.164,4.316
"513","E18","9","0",0,-3.521,"Bone","4",NA,"GK",18,318,180,15,NA,"no","not collected, long bone frag",2016-06-02,"2:10:38 PM","2016","6/2/2016",-3.521,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",180,NA,NA,NA,NA,"not collected, long bone frag",-18.237,4.597
"514","E18","10","0",0.01,-3.559,"Tooth","4",NA,"GK",NA,NA,NA,NA,NA,"yes","isolated tooth, equus",2016-06-02,"2:51:14 PM","2016","6/2/2016",-3.559,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"P2","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth, equus",-18.842,4.165
"515","E18","11","0",0,-3.668,"Bone","4",NA,"GK",NA,NA,120,35,NA,"no","not collected, long bone frag",2016-06-02,"3:10:16 PM","2016","6/2/2016",-3.668,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",120,NA,NA,NA,NA,"not collected, long bone frag",-18.379,4.293
"516","E18","12","0",0.01,-3.695,"Tooth","4",NA,"GK",NA,NA,NA,NA,NA,"yes","isolated carnivore tooth",2016-06-03,"10:25:20 AM","2016","6/3/2016",-3.695,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"P3 sin","Mammalia","Carnivora","Ursidae","Ursus","etruscus","Ursus etruscus","stratified",NA,NA,NA,NA,NA,"isolated carnivore tooth",-18.777,4.303
"518","E18","14","0",0.02,-3.688,"Bone","4",NA,"GK",24,114,150,30,NA,"no","not collected, frag",2016-06-03,"1:41:46 PM","2016","6/3/2016",-3.688,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",150,NA,NA,NA,NA,"not collected, frag",-18.091,4.333
"519","E18","15","0",0,-3.733,"Bone","4",NA,"GK",NA,NA,90,80,NA,"yes","vertebra",2016-06-03,"2:22:23 PM","2016","6/3/2016",-3.733,"Bone","4","yes","fragment","isolated","1",NA,"1","vertebra","axial","fragment",NA,NA,NA,NA,"vertebra","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"vertebra",-18.509,4.317
"520","E18","16","0",0.02,-3.796,"ESR Sample","4",NA,"GK",NA,NA,NA,NA,NA,"yes","ESR Sample #5: isolated tooth, rhino",2016-06-06,"10:23:37 AM","2016","6/6/2016",-3.796,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus","sp.","Stephanorhinus sp.","stratified",NA,NA,NA,"ESR",NA,"isolated tooth, rhino. ESR sample",-18.55,4.594
"521","E18","17","0",0.3,-3.962,"Tooth","4",NA,"GK",NA,NA,NA,NA,NA,"yes","isolated tooth,",2016-06-06,"11:21:49 AM","2016","6/6/2016",-3.962,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"isolated tooth,",-18.401,4.538
"522","E18","18","0",0,-3.468,"Bone","4",NA,"GK",0,130,90,30,NA,"no",NA,2016-06-06,"12:48:38 PM","2016","6/6/2016",-3.468,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",90,NA,NA,NA,NA,NA,-18.005,4.788
"523","E18","21","0",0,-3.941,"Bone","4",NA,"TM",6,284,90,15,NA,"no","Not collected, frag.",2017-06-02,"11:29:22 AM","2017","6/2/2017",-3.941,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",90,NA,NA,NA,NA,"Not collected, frag.",-18.859,4.943
"524","E18","22","0",0.01,-3.947,"Bone","4",NA,"TM",36,5,80,22,NA,"no","Not collected, frag.",2017-06-02,"11:30:25 AM","2017","6/2/2017",-3.947,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",80,NA,NA,NA,NA,"Not collected, frag.",-18.553,4.977
"525","E18","23","0",0,-4.079,"Bone","4",NA,"TM",8,306,100,32,NA,"no","Not collected, long bone frag.",2017-06-02,"1:54:04 PM","2017","6/2/2017",-4.079,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",100,NA,NA,NA,NA,"Not collected, long bone frag.",-18.673,4.735
"526","E18","24","0",0,-3.93,"Tooth","4",NA,"TM",NA,NA,NA,NA,NA,"yes","isolated tooth, upper molar, cervid",2017-06-02,"1:56:48 PM","2017","6/2/2017",-3.93,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"isolated tooth, upper molar, cervid",-18.937,4.962
"527","E18","25","0",0,-4.095,"Bone","4",NA,"TM",20,240,80,14,NA,"no","Not collected, long bone frag.",2017-06-02,"2:28:00 PM","2017","6/2/2017",-4.095,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",80,NA,NA,NA,NA,"Not collected, long bone frag.",-18.722,4.714
"528","E18","26","0",0,-4.1,"Bone","4",NA,"TM",0,104,71,4,NA,"no","Not collected, frag.",2017-06-02,"2:29:10 PM","2017","6/2/2017",-4.1,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",71,NA,NA,NA,NA,"Not collected, frag.",-18.711,4.709
